id,title,type,genre,tags,description,link,releaseDate,thumbnail,trailer,price,averageRating,totalRatings
0015fb0e-a922-4a81-9a14-e9d7837e68fe,Bodiam Castle,Survival Spawn World,Education,Open World; Historical; Educational; Exploration,"Ever wondered what the famous Bodiam Castle looked like during its prime? Visit this true to life recreation of the British bastion of defense against the French during the Hundred Years' War. Built in 1385 by Sir Edward Dalyngrigge, it's now ready to be explored!",https://www.minecraft.net/en-us/pdp/?id=0015fb0e-a922-4a81-9a14-e9d7837e68fe,2020-06-02T17:00:00+00:00,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-ee7b/bb046ef0-249e-49e2-a7d8-34bc1247801a/Bodiam_Castle_thumbnail_0.jpg,,310,0,0
001cd380-0a71-4dd5-8293-3640c067b7e3,Billionaire Cliffside Mansion,Survival Spawn World,Survival,Minimalist; Survival; Role Playing; Choices Matter; Multiplayer; Modern; Vehicles,A luxurious mansion for the billionaires who wish to have a majestic view! Play survival in luxury like never before!$$$$- Drive your exclusive sport car!$$- Massive modern mansion!$$- Beautiful cliffside view!$$$$And much more!,https://www.minecraft.net/en-us/pdp/?id=001cd380-0a71-4dd5-8293-3640c067b7e3,2021-05-25T17:00:00+00:00,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-20ca2/4e46e3bb-f4bd-4b08-9762-62f7b7e77eb3/BCM_thumbnail_0.jpg,,660,4.1,30
001ff782-d347-4454-9208-91f18439c289,Arabian Palm Island,Survival Spawn World,Adventure,Custom Terrain; Open World; Pve; Touch Friendly; Action,"Arabia, a mysterious place! Their people. great poets, architects, merchants and warriors! By a stroke of luck, this is where you’ve ended up. In your tent you sit, with what little you own! Time to venture out? $$-A paradise island, all for you to explore!$$-A great city to find $$-Dungeons and dangers await.$$-Be careful of the dead!",https://www.minecraft.net/en-us/pdp/?id=001ff782-d347-4454-9208-91f18439c289,2019-03-19T17:00:00+00:00,https://xforgeassets002.xboxlive.com/serviceid-18231953-4b1d-472c-a39e-48b10105b7b7/4e958081-5d0d-4a00-80de-faaba83d930d/ArabiaPalmIsland_thumbnail_0.jpg,,490,3.5,46
0023bcf8-8063-4511-8452-9228e5f626d8,Masked Bunnies,Skinpack,Roleplaying Game,Colorful; Color; Free; Teen; Cute; Epic; Cool; Friends,"Masked Bunnies have hopped into Minecraft!$$Dress up in dark, light, or colorful bunny masks and impress your friends!",https://www.minecraft.net/en-us/pdp/?id=0023bcf8-8063-4511-8452-9228e5f626d8,2022-02-15T18:00:00Z,https://xforgeassets002.xboxlive.com/pf-title-b63a0803d3653643-20ca2/192dd60c-0922-4615-a3a5-bdf8741cf290/maskedbunnies_thumbnail_0.jpg,,310,4.8,56
005523d8-1c69-48df-a592-6d0133e21100,Shoot 'n' Score,Mini Game World,Arcade,Addictive; Adventure; Bows; Funny; On Rails; Racing; Relaxing; Time Management,"Shoot 'n' Score is a frantic arcade minigame where you ride railroads at top speed while shooting targets non-stop. Sharpen your senses and take aim, beating the max score is the real challenge!$$- Custom target system$$- Power-ups, bonuses, special skills and more$$- 10 levels set in amazing environments$$- Hundreds of targets per level. No time to blink!",https://www.minecraft.net/en-us/pdp/?id=005523d8-1c69-48df-a592-6d0133e21100,2019-10-01T18:00:00+00:00,https://xforgeassets002.xboxlive.com/pf-title-b63a0803d3653643-ee7b/75a4a9dd-9f6d-4a0b-9dce-225bc0d3167c/ShootnScore_thumbnail_0.jpg,,490,3.6,40
00881cf8-ad02-4dd3-ae60-b4dc089b8041,Realistic Skyblock,Survival Spawn World,Survival,Sky; Block; Realistic; Exploration; Adventures; Loot; Treasure; Atmospheric,"Explore the skies and journey through diverse flying islands and biomes. Conquer the challenges of making your way to your final destination, the End Island! $$$$- 8 different Islands. $$- A fun Skyblock adventure for a chill time!",https://www.minecraft.net/en-us/pdp/?id=00881cf8-ad02-4dd3-ae60-b4dc089b8041,2024-02-06T18:00:00Z,https://xforgeassets002.xboxlive.com/pf-namespace-b63a0803d3653643/8dfd5180-c936-4b7f-b381-0dde510008c8/RS_thumbnail_0.jpg,,310,3.3,15
009270c8-69cc-469b-b415-6d2371a695aa,Area 51: Rescue Mission,Adventure World,Roleplaying Game,Aliens; Science Fiction; Artificial Intelligence; Choose Your Own Adventure; Choices Matter; Boss; Voice Over,"Aliens have crash-landed on Earth and they need YOUR help to escape the shady government's cover-ups and control.$$It won't be easy though... Can you sneak into a military base, hijack a helicopter, glide from the mountain, and rescue the aliens against the odds?$$$$-Follow the story through challenges on an epic adventure!$$-Custom mobs, music, textures, and voice-over!",https://www.minecraft.net/en-us/pdp/?id=009270c8-69cc-469b-b415-6d2371a695aa,2024-07-09T17:00:00Z,https://xforgeassets002.xboxlive.com/pf-namespace-b63a0803d3653643/3fd117b2-774f-4070-a87c-37eed59edafb/Ar51RscMssn_thumbnail_0.jpg,https://www.youtube.com/watch?v=EWRLZ0DjW7k,1340,4.2,5
010bf898-d956-4811-aa6b-7d3c3ada0459,Copper Mobs,Skinpack,Roleplaying Game,Mob; Mobs; Camo; Metal; Block; Free; Skin,Copper Mobs have marched their way into your world!$$Camouflage and have fun with your friends with various metallic mobs!$$$$+ 12 Copper Mobs skins$$+ 1 free skin$$+ Includes oxidized and deoxidized Copper Mobs skins,https://www.minecraft.net/en-us/pdp/?id=010bf898-d956-4811-aa6b-7d3c3ada0459,2023-05-16T17:00:00Z,https://xforgeassets002.xboxlive.com/pf-namespace-b63a0803d3653643/54e7898b-4826-45f9-bc42-4507ca776f30/coppermobs_thumbnail_0.jpg,,310,4.8,56
012a42aa-b917-48f3-8f6f-1732bb7cc275,Safest House Ever,Survival Spawn World,Survival,Minimalist; Survival; Role Playing; Choices Matter; Multiplayer; Modern; Futuristic,"Are you tired of those pesky monsters? Or perhaps, getting blown up by those creepers?$$Fear no more! In the safest house ever, you have ultimate defenses in your disposal!$$$$- Custom made turrets!$$- Luxurious base to explore!$$- Live in comfort!$$$$And much more!",https://www.minecraft.net/en-us/pdp/?id=012a42aa-b917-48f3-8f6f-1732bb7cc275,2021-08-17T17:00:00+00:00,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-20ca2/463c99cb-5cfb-4105-bc08-2322d186d530/SfstHsEvr_thumbnail_0.jpg,,660,4.4,11
01af4362-20c2-40fb-a595-443a4673ed25,Ruby Port,Survival Spawn World,Survival,Dragon; Island; Mine; Exploration; Caves; Loot; Treasure,"Once upon a time Ruby Port was a peaceful and thriving port town with a beautiful ruby mine at the heart of its island. $$One day, the miners stumbled upon a cave where an ancient dormant dragon was awoken. The terrible dragon took over the island and left no-one but hollows.$$$$Are you ready to explore the abandoned town of Ruby Port?",https://www.minecraft.net/en-us/pdp/?id=01af4362-20c2-40fb-a595-443a4673ed25,2022-12-27T18:00:00Z,https://xforgeassets001.xboxlive.com/pf-namespace-b63a0803d3653643/41723390-bace-466f-979f-cd9fe409af69/Ruby_Port_thumbnail_0.jpg,,490,4.8,8
0232cb7a-6457-48c2-a944-f83b9cdfa29b,Cute VS Cursed,Skinpack,Roleplay,Horror; Halloween; Skin; Scary; Cute; Animal; Cat; Dog,"Choose your side, cute or cursed! With all these skins to choose from you're free to decide between spooky or sparkly, scary or snuggly! Cute by day or cursed by night!$$$$- 12 Unique skins$$- Keep your friends guessing!$$- Perfect for Halloween roleplay",https://www.minecraft.net/en-us/pdp/?id=0232cb7a-6457-48c2-a944-f83b9cdfa29b,2020-10-27T17:00:00+00:00,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-20ca2/4e9a8c0b-5de9-469e-ba89-7204238b6c20/CuteVsCursed_thumbnail_0.jpg,,310,4.5,37
0282dfcc-c98c-427f-bcb9-529dcd0d16c4,"KVASIR, Nordic Village Spawn",Survival Spawn World,Open World,Action; Exploration; Survival; Fighting; Fantasy; Beautiful; Building; Landscape,"Amidst the everlasting snow, a vigorous town shelters live-risking travelers wandering the North: KVASIR!$$$$- Traverse a bone-chilling frozen cave, explore the ice-stuck viking boat or enter the sumptuous castle$$- Nordic architecture set in a huge ice spikes biome$$- Fight enemies & get loot to quick-start your adventure in the world$$",https://www.minecraft.net/en-us/pdp/?id=0282dfcc-c98c-427f-bcb9-529dcd0d16c4,2017-11-01T15:00:00+00:00,https://xforgeassets002.xboxlive.com/serviceid-18231953-4b1d-472c-a39e-48b10105b7b7/972b0e1b-0db3-431a-89a0-07963c4248f7/KVASIR_Thumbnail_0.jpg,,310,3.9,83
02e2c687-3cd9-462c-ab46-02ac9a69b303,Pyramidion,Adventure World,,,"The mazy corridors of this accursed pyramid will wither the idea of ever seeing the sun again. atop, light is blocked by the keystone: the pyramidion.$$$$- Full-fledged adventure map$$- 16 secret hints showing the final crypt location$$- Challenging puzzles, traps, obstacles and more!$$- Choose your fate! Your actions affect the game!",https://www.minecraft.net/en-us/pdp/?id=02e2c687-3cd9-462c-ab46-02ac9a69b303,2018-07-17T17:00:00+00:00,https://xforgeassets001.xboxlive.com/serviceid-18231953-4b1d-472c-a39e-48b10105b7b7-public/162935cc-e439-44d1-8695-3587f1b8d6c9/Pyramidion_thumbnail_0.jpg,,490,3.7,117
02ee2ce4-dc55-438c-9654-37ba1d6d1e04,Weapons Alive!,Skinpack,Roleplay,Cartoony; Funny; Swordplay; Bows; Action; Fun; Cool; Stylized,"Weapons have come alive with arms, legs, and loads of expressions to choose from!$$Grab this Weapons Alive pack and laugh and meme with your friends!$$$$+ 17 Weapons Alive skins!$$+ 2 free skins!$$+ Includes diamond sword, golden pickaxe, and iron shovel skins!",https://www.minecraft.net/en-us/pdp/?id=02ee2ce4-dc55-438c-9654-37ba1d6d1e04,2021-08-03T17:00:00+00:00,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-20ca2/259adcfb-c7bd-40cf-add2-0e9a79fc68b1/weaponsalive_thumbnail_0.jpg,,310,4.5,26
0323ca02-55ed-4dce-a3ff-fb914f8551ed,Millionaire Tropical Vacation,Survival Spawn World,Survival,Choose Your Own Adventure; Minimalist; Survival; Role Playing; Choices Matter; Multiplayer; Modern; Vehicles,Travel to your dream's vacation getaway! Explore the endless outdoor activities or relax in your own private gazebo!$$$$- 3 Millionaire supercars!$$- Luxurious and majestic tropical island!$$- Private outdoor activities!$$- Tropical vacation getaway!$$$$And much more!,https://www.minecraft.net/en-us/pdp/?id=0323ca02-55ed-4dce-a3ff-fb914f8551ed,2021-08-10T17:00:00+00:00,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-20ca2/22d00e70-c67f-40c1-b3e4-07793fa2a552/MTV_thumbnail_0.jpg,,660,4.6,39
0324b0c4-8f98-4e14-987a-e233b2adff7c,Goldwagon Canyon,Survival Spawn World,,,The gold rush is back! Recent mining explorations have detected huge gold veins in a remote canyon. Explore the area and find the best mines around!$$- Discover a world inspired by the western gold rush era!$$- Find gold and valuable loot in the maze-y mines.$$- Enjoy an immersive survival spawn experience.$$- Gather your own mining team! Multiplayer ready!,https://www.minecraft.net/en-us/pdp/?id=0324b0c4-8f98-4e14-987a-e233b2adff7c,2018-08-21T17:00:00+00:00,https://xforgeassets002.xboxlive.com/serviceid-18231953-4b1d-472c-a39e-48b10105b7b7-public/d20b4414-8dde-48aa-b964-6e881154fe17/GoldwagonCanyon_thumbnail_0.jpg,,490,3.9,55
03637dcb-4fcd-4f59-a735-e432a75815b8,Extreme Survival Mountains,Survival Spawn World,Survival,Action; Adventure; Multiplayer; Exploration; Epic; Colorful; Choose Your Own Adventure; Cool,Your journey starts on top of a colossal mountain!$$Explore the mountain and its deep caves to find loot to survive!$$$$$$+ Massive explorable mountainous environment!$$+ Vast caverns and dungeons!$$+ Multiple hidden chests with loot!$$+ And more!,https://www.minecraft.net/en-us/pdp/?id=03637dcb-4fcd-4f59-a735-e432a75815b8,2021-01-05T18:00:00+00:00,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-20ca2/77d20712-d080-44f1-8604-0d486ac15f08/extremesurvivalmountains_thumbnail_0.jpg,,490,4.4,192
03ab9fe7-9563-43f7-a86c-9f7c77385b19,Fashion of Spring!,Skinpack,Roleplay,Colorful; Skin; Cute; Teen; Pop Culture,Buzz buzz! Spring is in the air and outfits are changing! Choose your style and start the season off right!$$$$- 7 colourful skins!$$- Various styles!$$- Everyday fashion!$$,https://www.minecraft.net/en-us/pdp/?id=03ab9fe7-9563-43f7-a86c-9f7c77385b19,2020-05-12T10:00:00-07:00,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-ee7b/567d9c49-7e51-4a64-964c-51924113e3c0/FashionOfSpring_Thumbnail_0.jpg,,310,4.6,32
03c8a3e6-8d16-4dc2-a581-224922b40961,Rat City,Survival Spawn World,Survival,Adventure; City; Underground; Role Playing; Dark; Big; Fantasy,Ever wonder what goes on in the sewers? A city made for rats of course! This kingdom of rust and rodents is a haven for merchants and players alike. take the throne of the ancient rat king for yourself and rule over the underground!$$$$-Rule over a new explorable city$$-Trade with a kingdom of villagers$$-Discover the caves and wonders around the city$$,https://www.minecraft.net/en-us/pdp/?id=03c8a3e6-8d16-4dc2-a581-224922b40961,2020-04-21T17:00:00+00:00,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-ee7b/dd15b1db-0a74-437d-bfe1-5fd2edccaecb/rat_city_thumbnail_0.jpg,,160,3.1,65
0422c95d-e567-45cc-94c1-aa4bee8e6bce,Modern Colorful City,Survival Spawn World,Roleplay,High School; Modern; Role Playing; Multiplayer; Beautiful; Cute; Colorful; Vehicles,"A modern city with mountains, large buildings, bike trails, houses, and a school. This map is perfect for exploring, roleplaying or just hanging out with your friends.$$$$-Get your own bicycle and ride it around town.$$-Bikes come in 7 colors to choose from, buy them at the bike vendor.$$-Includes 5 skins!",https://www.minecraft.net/en-us/pdp/?id=0422c95d-e567-45cc-94c1-aa4bee8e6bce,2021-05-25T17:00:00+00:00,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-20ca2/4a2068ca-2e0b-4866-b88a-d40ecb05c649/moderncolorfulcity_thumbnail_0.jpg,https://www.youtube.com/watch?v=9Sbo_ImYzCE,490,4.6,20
0430ae6a-28f2-4cee-8ba6-ecf1f2748a2a,Steampunk Mobs,Skinpack,Roleplaying Game,Steampunk; Mobs; Cool; Skin; Creepers; Ender; Costume,"Straight from a steampunk world, these mobs have all the equipment they need to survive!$$$$- 8 skins!$$$$This set includes the following:$$$$- Creeper$$- Enderman$$- Skeleton$$- Spider$$- Zombie$$- Pig$$- Ghast$$- Slime",https://www.minecraft.net/en-us/pdp/?id=0430ae6a-28f2-4cee-8ba6-ecf1f2748a2a,2022-03-08T18:00:00Z,https://xforgeassets002.xboxlive.com/pf-title-b63a0803d3653643-20ca2/4efbf0f8-5d4a-4372-a7b4-e12673462b5f/SteampunkMobs_Thumbnail_0.jpg,,160,4.6,58
04541e28-3824-4f1a-9719-469692c02035,Force Mobs Challenge,Mini Game World,Survival,Random; Mobs; Fight; Challenge; Difficult; Boss Fights; Monster; Loot,"Force Mobs! A challenge with simple rules: Defeat different mobs following a given sequence. Careful... its more difficult than you think.$$Overcome the challenge in any world or seed you choose!$$$$Defeat mobs across all dimensions.$$6 new, randomly generated structures.$$Cool rewards.$$$$This item uses random start areas for any new world. Endless possibilities!",https://www.minecraft.net/en-us/pdp/?id=04541e28-3824-4f1a-9719-469692c02035,2024-10-15T17:00:00Z,https://xforgeassets002.xboxlive.com/pf-namespace-b63a0803d3653643/b7aab188-9d6a-4420-9824-b9f4b6124ac0/FMC_Thumbnail.jpg,,830,5,1
047b1005-19b4-441e-bc13-b55bf169589e,Isle of Draco,Survival Spawn World,Adventure,Boat; Temple; Treasure; Island; Tropical; Village; Mountain; Mysterious,Shipwrecked and lost on a strange new island. Can you survive the island's terrible and hidden secrets?$$Explore this beautiful island and the temples that lay scattered around it. $$$$-Roleplay as a shipwrecked survivor and conquer the new island you find yourself on.$$-3 temples to explore.$$-Custom terrain$$-Awesome volcano,https://www.minecraft.net/en-us/pdp/?id=047b1005-19b4-441e-bc13-b55bf169589e,2021-08-17T17:00:00+00:00,https://xforgeassets002.xboxlive.com/pf-title-b63a0803d3653643-20ca2/59c50244-083a-4811-84bb-8b7548afc00d/Isle_of_Draco_thumbnail_0.jpg,,490,4.2,5
049c4a8d-f443-42c6-9bd9-e07214124faf,Op Armour!,Skinpack,Roleplay,Action; Colorful; Epic; Science Fiction; Armor; Cool; High Contrast; Futuristic,"Power up with vibrant, futuristic armour and take on your friends and foes!$$Choose between bright neon power armour including: green, pink, light blue and more!$$$$+ 12 HD skins$$+ 1 free HD skin$$+ Includes futuristic and colorful Op armour skins!",https://www.minecraft.net/en-us/pdp/?id=049c4a8d-f443-42c6-9bd9-e07214124faf,2020-06-16T17:00:00+00:00,https://xforgeassets002.xboxlive.com/pf-title-b63a0803d3653643-ee7b/f7cbb567-b5fc-4f90-973c-c4824e8b69b7/oparmour_thumbnail_0.jpg,,660,0,0
04bd7a24-1ed0-4683-b342-74962d3cf524,Winter Cliffside Villa,Survival Spawn World,Roleplaying Game,Winter; Minimalist; Modern; House; Mansion; Villa,Get away from the sun and just relax inside your luxurious arctic villa! Gather around the fireplace and laugh the night away after a long adventure!$$$$+Huge villa to explore!$$+Cozy interior!$$+Rooms for you and your friends!$$+Amazing cliffside view!$$$$And much more!,https://www.minecraft.net/en-us/pdp/?id=04bd7a24-1ed0-4683-b342-74962d3cf524,2022-11-22T18:00:00Z,https://xforgeassets001.xboxlive.com/pf-namespace-b63a0803d3653643/5d7923af-8d54-47a3-afcb-d9dffc27068f/WCV_thumbnail_0.jpg,,490,4.5,8
04ccc792-8b2e-47c3-ba61-2d8fbc383ea1,Mont-Saint-Michel,Adventure World,Creative,Historical; Island; Kingdom; Realistic; Bikes; Boat; Skin; Ocean,Zoom around on your brightly colored moped and explore this huge island world steeped in history!$$$$- Ancient island with detailed interiors$$- Custom mopeds in many colors$$- Harbour with ancient and modern ships$$- 20 custom NPCs$$- 8 HD skins$$$$From the team at CrackedCubes,https://www.minecraft.net/en-us/pdp/?id=04ccc792-8b2e-47c3-ba61-2d8fbc383ea1,2021-08-24T17:00:00+00:00,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-20ca2/fdc78f5b-834a-4556-9761-3af6125b8043/MSM_Thumbnail_0.jpg,https://www.youtube.com/watch?v=5K_zW2wBA7w,830,4.9,8
04d89c4b-6745-405d-a961-ea5d958610a7,Dragons,Skinpack,Fantasy,X,Conquer the sky and the world by flying and using your powers. You spread fear just by flapping your wings. Play as mystical and legendary dragons as you try this majestic skin pack!$$$$+ 15 skins$$$$,https://www.minecraft.net/en-us/pdp/?id=04d89c4b-6745-405d-a961-ea5d958610a7,2020-09-08T10:00:00-07:00,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-20ca2/3cd93ed8-cea3-4bd7-bed8-3d3e71b3b58a/Dragons_thumbnail_0.jpg,,490,4,1
04dbbcaf-49e9-43cc-a8b1-6a7ba32ed90d,Frozen in Time,Survival Spawn World,Adventure,Addictive; Open World; Exploration; Mythology; Foreign,"There in the wilderness lies a forgotten city frozen in time. Explore the ruins of this old and ancient city either on your own or with friends. Discover the way of the old, and stay safe when exploring, because there might be dangers lurking beneath.",https://www.minecraft.net/en-us/pdp/?id=04dbbcaf-49e9-43cc-a8b1-6a7ba32ed90d,2020-06-23T10:00:00-07:00,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-ee7b/7d90cda1-f5ed-48d8-a855-2a09eba41ddc/Frozen_in_Time_thumbnail_0.jpg,,310,4.6,54
052b0d97-9f5b-4e34-95a1-8a70e8e6bf78,Friholm Refuge,Survival Spawn World,Adventure,Addictive; Open World; Exploration; Mythology; Foreign,"On an island far from civilization lies a refuge for those that hold to the Old Ways: Friholm. You wake up here with no memory of your past, and face a choice: Will you settle in with the people that live here, or forge your own path in the surrounding wilderness?",https://www.minecraft.net/en-us/pdp/?id=052b0d97-9f5b-4e34-95a1-8a70e8e6bf78,2020-06-16T17:00:00+00:00,https://xforgeassets002.xboxlive.com/pf-title-b63a0803d3653643-ee7b/c97c05df-b88e-456a-8c60-ff35924ca802/Friholm_Refuge_thumbnail_0.jpg,,490,5,2
05496f5f-59f4-4e98-9068-3313e7c9b727,Crazy Villains,Skinpack,Roleplay,Action; Cool; Costume; Crime; Destruction; Epic; Fighting; Heist,"Rob banks with TNT, fly through the sky and avoid the cops as a Crazy Villain. No city, town or farm is safe with you around!$$$$- See through the eyes of a villain$$- 10 crazy skins!",https://www.minecraft.net/en-us/pdp/?id=05496f5f-59f4-4e98-9068-3313e7c9b727,2019-11-26T18:00:00+00:00,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-ee7b/eea75a8f-37b1-4d51-99e9-6627af6d24d1/CrazyVillains_thumbnail_0.jpg,,160,4.3,51
0594ed93-1c22-45df-8296-85efca6f9fc6,Mega Dungeon Crawler,Mini Game World,,,"Delve into the depths of an underground world riddled with monsters in this action minigame. Gear up for combat, plan your strategy and be victorious.$$- +50 rooms with varied architectural and varied play style$$- Shops, parkour, secret chambers, battle challenges...$$- Epic boss fight against a fully customized enemy$$- Infinite replayability. 1GB+ RAM Recommended",https://www.minecraft.net/en-us/pdp/?id=0594ed93-1c22-45df-8296-85efca6f9fc6,2018-07-10T17:00:00+00:00,https://xforgeassets001.xboxlive.com/serviceid-18231953-4b1d-472c-a39e-48b10105b7b7-public/72a0831b-0ca5-4723-9e89-8a83b7901391/MegaDungeonCrawler_thumbnail_0.jpg,,490,3.4,235
05a0476c-2acd-4b3e-924a-15e5b16afc2e,100 Days One Block,Survival Spawn World,Skyblock,Addictive; Adventure; Survival; Skyblock; One; Block; Hardcore; Challenge,"One Block is back but with some fun and unique twists! Try to survive for 100 days!$$For each day you survive, you'll be rewarded and able to spawn islands! Take on the 100 Days One Block Challenge!$$$$+ Quick play, normal and hardcore modes!$$+ Random island spawner!$$+ Quick play for a faster day cycle!$$+ Fun and random survival experience!",https://www.minecraft.net/en-us/pdp/?id=05a0476c-2acd-4b3e-924a-15e5b16afc2e,2021-10-19T17:00:00+00:00,https://xforgeassets002.xboxlive.com/pf-title-b63a0803d3653643-20ca2/94eaac13-43e1-458f-a790-c568eabb66ce/100daysoneblock_thumbnail_0.jpg,,490,4.5,271
05b8c734-8ac6-4b5b-837d-6b50bf3ac7bc,Anime Fighters,Skinpack,Roleplay,Action; Anime; High Contrast; Battle; Epic; Colorful; Aliens; Cool,"Grab your friends and join the brawl with these awesome anime fighters! $$Choose your fighter from a cool and colorful roster including bright haired fighters and powerful alien species! $$$$+ 12 super skins!$$+ 2 free skins!$$+ Vibrant, unique and powerful anime skins!",https://www.minecraft.net/en-us/pdp/?id=05b8c734-8ac6-4b5b-837d-6b50bf3ac7bc,2020-04-07T17:00:00+00:00,https://xforgeassets002.xboxlive.com/pf-title-b63a0803d3653643-ee7b/e8a37c15-b653-4fa5-9fc0-734b6d6d267b/animefighters_thumbnail_0.jpg,,310,4.6,685
0602f377-8147-4f14-b399-52a7206082d5,Wondervale,Survival Spawn World,Survival,Forest; Relaxing; Modern; House; Fun; Jump; Colorful; Green,"Explore, discover hidden treasures and have fun in Wondervale! Here is what awaits you.$$$$+ Fully furnished buildings with pleasant interiors.$$+ A modern house for you to chill in.$$+ Custom caves for exploring!$$+ Parkour challenges with treasures at the end!$$+ A theater all for yourself!",https://www.minecraft.net/en-us/pdp/?id=0602f377-8147-4f14-b399-52a7206082d5,2023-03-14T18:00:00Z,https://xforgeassets002.xboxlive.com/pf-namespace-b63a0803d3653643/1cc3e304-8d88-4f85-90b9-9d656961e2eb/Wondervale_thumbnail_0.jpg,,490,5,6
06537462-8344-4e17-9208-57e2f1502c78,Fungus & Fun Survival Spawn,Survival Spawn World,Open World,Action; Exploration; Survival; Fighting; Fantasy; Pve; Loot; Landscape,"The secret world of the gnomes has been discovered! Explore these shroomy territories while gearing for adventure!$$$$- Survival spawn with tons of loot for a quick-start adventure$$- Secrets galore! Enter the shroomy boat, the gnome castle or the mystic glowcap cave$$- Play with friends and search for the easter egg$$",https://www.minecraft.net/en-us/pdp/?id=06537462-8344-4e17-9208-57e2f1502c78,2018-02-20T18:00:00+00:00,https://xforgeassets002.xboxlive.com/serviceid-18231953-4b1d-472c-a39e-48b10105b7b7/0606364b-2cb9-4056-8de5-2230fb46bae2/FungusFun_Thumbnail_0.jpg,,490,3.9,28
0683269b-c6c1-49a5-acf9-4e152a51abfa,Phantoms,Skinpack,Roleplay,Ghost; Horror; Halloween; Scary; Spooky; Cool; Skin; Roleplay,"Scare your friends, lurk in the shadows and time your moment just right for the ultimate jump scare! All you need now is a big castle to haunt!$$$$- 8 skins!$$- Ghosts, phantoms, skeletons! Pick which skin suits you best!",https://www.minecraft.net/en-us/pdp/?id=0683269b-c6c1-49a5-acf9-4e152a51abfa,2021-10-26T17:00:00+00:00,https://xforgeassets002.xboxlive.com/pf-title-b63a0803d3653643-20ca2/68f1e4a3-b217-408f-9766-9dc89f1bcd24/Phantoms_Thumbnail_0.jpg,,160,3.4,8
06e05fda-822c-4143-9416-1fadea64a206,Mob Camo!,Skinpack,Roleplaying Game,Mobs; Mob; Camo; Environmental; Diverse Biomes; Creepers; Zombie; Skin,"The mobs are disguised and have blended into the environment with this Mob Camo pack!$$Move stealthily through the biomes and battle your friends to find the strongest mob!$$$$+ 12 HD camo skins!$$+ 1 free HD skin!$$+ Includes creeper, zombie, and axolotl skins!",https://www.minecraft.net/en-us/pdp/?id=06e05fda-822c-4143-9416-1fadea64a206,2022-02-01T18:00:00Z,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-20ca2/0344d1f6-f2c5-4757-8b8e-f0789eaa140d/mobcamo_thumbnail_0.jpg,,490,4.5,44
078d6aa2-5552-45f2-b432-3946af3153a1,Better Biomes: Desert,Survival Spawn World,Survival,Custom Terrain; Epic; Mining; Multiplayer; Pve; Realistic; Single Player; Survival,"No more boring deserts when you arrive at this lively pyramid oasis! Explore this hidden city of sand and try to survive the desert!$$$$- Fully furnished houses, loot in every chest$$- Custom underground cave systems$$- Hidden objects in the desert, discover the meteor for rare ores",https://www.minecraft.net/en-us/pdp/?id=078d6aa2-5552-45f2-b432-3946af3153a1,2019-04-23T15:00:00+00:00,https://xforgeassets001.xboxlive.com/serviceid-18231953-4b1d-472c-a39e-48b10105b7b7/1ab79392-2c23-4f78-8887-1a18074cf961/BetterBiomesDesert_thumbnail_0.jpg,,490,3.9,34
079cd65e-79a1-4436-a497-17181638474b,Ultimate PvP Skins,Skinpack,Roleplay,Pvp; Fighting; Action; Arena; Battle; Skin,Do you have the soul of a warrior and want to show it? Now you can!$$Show your superiority in battle with these skins that will lead you to victory!$$+ 15 HD skins,https://www.minecraft.net/en-us/pdp/?id=079cd65e-79a1-4436-a497-17181638474b,2019-10-08T18:00:00+00:00,https://xforgeassets002.xboxlive.com/pf-title-b63a0803d3653643-20ca2/50d26856-de84-4130-88d8-64e755a43849/UltimatePvPSkins_Thumbnail_0.jpg,,490,4.7,184
07c10952-6c77-4aa7-a3bc-6ce885010f8b,Bee Life!,Skinpack,Roleplay,Action; Stylized; High Contrast; Hoodie; Epic; Colorful; Choose Your Own Adventure; Cool,"Become a busy bee and choose your role from a selction of bee skins!$$Contribute to the hive with construction bees or get down to business as a suit bee - the choice is yours!$$$$+ 14 colourful skins!$$+ 2 free skins!$$+ Includes school, flight attendant, hoodie bees and more!",https://www.minecraft.net/en-us/pdp/?id=07c10952-6c77-4aa7-a3bc-6ce885010f8b,2020-04-28T10:00:00-07:00,https://xforgeassets001.xboxlive.com/pf-title-b63a0803d3653643-ee7b/7e4fd114-2ad2-427c-986b-5ccc6bfd5744/beelife_thumbnail_0.jpg,,310,4.6,43
